"RUN_DATE", "MONTH", "GH_HANDLE", "FULL_NAME", "COMPANY", "GH_HANDLE_URL", "GH_HANDLE_AVATAR", "NBR_PR", "REPOSITORIES"
"2024-10-17T07-41-14Z", "2024-09", "Theoderich", "", "QAware GmbH", "https://github.com/Theoderich", "https://avatars.githubusercontent.com/u/3979248?v=4", "1", "jenkinsci/google-compute-engine-plugin"
